Suno ID,Title,Lyrics,Style,Audio Filename,Primary Mood,Duration,BPM,Key,Scale,Loudness,Mood Tags,Rhythm Density,Percussive Shape,Energy Level,groove,Phrase Length,Album Artist,Grouping,Genre,Album/EP,Year,Composer,Artist,Has Cover,Mood Coverage,Focus Category,coord_x,coord_y,energy_norm,brightness_norm,mood_1,mood_2,mood_3,mood_confidence,mood_1_color,last_updated
226,Petal Fade,,,petal_fade.flac,,227.66,85,F,major,2946.95,Chill,0,-0.583,150718.73,Low,56.91,StudioRich,Emotional Lift,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2612,0.6802,0.6802,0.2612,Charged,Submerged,Inspired,0.9671,#d85726,2026-03-25
227,Petal Fade S01,,,petal_fade_s01.flac,,155.08,172,E,minor,3541.22,"Aggressive, Energetic",0,-0.523,198263.34,High,38.77,StudioRich,Emotional Lift,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9832,0.8003,0.8003,0.9832,Raw,At Ease,Proleptic,0.0417,#d82651,2026-03-25
228,Phantom Crush S01,,,phantom_crush_s01.flac,,141.12,88,Ab,minor,2013.42,"Dreamy, Nostalgic",0,1.186,85357.99,Mid,35.28,StudioRich,Emotional Lift,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3869,0.3366,0.3366,0.3869,Experimental,Balanced,Remorseful,0.0926,#8626d8,2026-03-25
229,Phantom Crush S02,,,phantom_crush_s02.flac,,160.76,172,D,major,2468.42,"Aggressive, Energetic",0,1.853,115694.26,High,40.19,StudioRich,Emotional Lift,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9832,0.5349,0.5349,0.9832,Arcane,Awakening,Furious,0.5381,#d82631,2026-03-25
230,Phantom Crush S03,,,phantom_crush_s03.flac,,95.96,80,C#,major,1723.63,Chill,0,0.913,67688.27,Low,23.99,StudioRich,Emotional Lift,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.1941,0.1941,0.1061,Vulnerable,Speculative,Remorseful,0.3384,#2679d8,2026-03-25
231,Phantom Crush S04,,,phantom_crush_s04.flac,,111.64,86,F#,major,1704.32,Chill,0,0.975,66559.81,Mid,27.91,StudioRich,Emotional Lift,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3045,0.1885,0.1885,0.3045,Remorseful,Vulnerable,Sheltered,0.1608,#2689d8,2026-03-25
232,Phantom Tapestry,,,phantom_tapestry.flac,,240,128,Eb,major,5037.26,,0,2.143,335477.5,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.7654,0.9372,0.9372,0.7654,Untroubled,Esoteric,Adventurous,0.1293,#75d826,2026-03-25
233,Piano Of Solitude,,,piano_of_solitude.flac,,152.04,120,A,minor,4165.06,Tense,0,1.204,252592.12,High,38.01,Eleven,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.6788,0.8534,0.8534,0.6788,Esoteric,Adventurous,Untroubled,0.6678,#d826c9,2026-03-25
234,Pine Dust Dawn,,,pine_dust_dawn.flac,,191.97,100,F,major,3463.91,"Hopeful, Playful",0,1.761,191837.91,Mid,47.99,Eleven,Forest Light,"cinematic, glitch, lo-fi",Stranger Vibes,2025,,StudioRich,No,2,Light Concentration,0.5251,0.7835,0.7835,0.5251,Hallucinatory,Connected,Fearful,0.9169,#6526d8,2026-03-25
235,Pine Dust Dawn S01,,,pine_dust_dawn_s01.flac,,206.18,133,C,major,4684.1,,0.035,2.064,300986.47,High,51.55,Eleven,Forest Light,"cinematic, glitch, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.8003,0.912,0.912,0.8003,Untroubled,Esoteric,Adventurous,0.3141,#75d826,2026-03-25
236,Prism Atmosphere,,,prism_atmosphere.flac,,240,120,D,minor,2149.74,,0,1.946,94126.14,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,0,Deep Focus,0.6788,0.4036,0.4036,0.6788,Playful,Complacent,Restless,0.1429,#d8c326,2026-03-25
237,Prove It,,,prove_it.flac,,153.26,88,C#,major,2098.6,Chill,0,-2.889,90803.55,Mid,38.31,Lucas,Belief,"jazz, lo-fi, soul",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.3869,0.3701,0.3701,0.3869,Experimental,Balanced,Sheltered,0.2205,#8626d8,2026-03-25
238,Prove It S02,,,prove_it_s02.flac,,110.92,79,Ab,major,1619.38,Chill,0,1.691,61669.66,Low,27.73,Lucas,Belief,"jazz, lo-fi, soul",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0587,0.155,0.155,0.0587,Vulnerable,Speculative,Magical,0.2749,#2679d8,2026-03-25
239,Pulse in the Haze S01,,,pulse_in_the_haze_s01.flac,,159.92,84,E,major,1878.93,Chill,0,1.544,76989.59,Low,39.98,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2095,0.2696,0.2696,0.2095,Vulnerable,Remorseful,Speculative,0.1909,#2679d8,2026-03-25
240,Pulse in the Haze S02,,,pulse_in_the_haze_s02.flac,,132.62,80,C#,major,1767.54,Chill,0,1.306,70278.31,Low,33.16,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.2193,0.2193,0.1061,Vulnerable,Speculative,Magical,0.3829,#2679d8,2026-03-25
241,Pulse in the Haze S03,,,pulse_in_the_haze_s03.flac,,189.44,162,Eb,major,3417.91,"Aggressive, Energetic",0,1.484,188048.58,High,47.36,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9427,0.7723,0.7723,0.9427,At Ease,Proleptic,Raw,0.1648,#86d826,2026-03-25
242,Pulse In The Haze S04,,,pulse_in_the_haze_s04.flac,,137.21,85,Eb,minor,3434.13,"Dreamy, Melancholy, Nostalgic",0,0.898,189381.77,Low,34.3,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,3,Sleep,0.2612,0.7779,0.7779,0.2612,Paranoid,Uneasy,Inspired,0.8703,#26d6d8,2026-03-25
243,Pulse Petals,,,pulse_petals.flac,,164.6,162,F#,major,1861.22,"Aggressive, Energetic",0,1.38,75909.49,High,41.15,StudioRich,Emotional Lift,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9427,0.2668,0.2668,0.9427,Disoriented,Elusive,Subdued,0.3644,#26d8cb,2026-03-25
245,Pulse Petals S01,,,pulse_petals_s01.flac,,107.64,90,Bb,major,1744.44,Playful,0,0.999,68911.61,Mid,26.91,StudioRich,,"ambient, jungle, lo-fi",Emotional Lift,2025,,StudioRich,No,1,Deep Focus,0.4455,0.2137,0.2137,0.4455,Balanced,Experimental,Remorseful,0.0939,#3ad826,2026-03-25
244,Quiet Frequencies,,,quiet_frequencies.flac,"Chill, Comforting, Dreamy, Hopeful, Intimate",136.04,88,D,minor,1996.87,"Dreamy, Nostalgic",0,-2.231,84312.87,Mid,34.01,Eleven,Primer,"lo-fi, soul, synthwave",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.3869,0.3254,0.3254,0.3869,Experimental,Balanced,Remorseful,0.0624,#8626d8,2026-03-25
246,Quiet Geometry,,,quiet_geometry.flac,,134.88,86,D,major,2947.54,Chill,0,0.556,150763.77,Mid,33.72,StudioRich,Echo Blur,"instrumental, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3045,0.683,0.683,0.3045,Ephemeral,Observational,Visionary,0.8407,#26d874,2026-03-25
247,Quiet Geometry S01,,,quiet_geometry_s01.flac,,134.84,162,A,major,2315.64,"Aggressive, Energetic",0,1.366,105171.49,High,33.71,StudioRich,Echo Blur,"instrumental, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9427,0.4707,0.4707,0.9427,Heartfelt,Arcane,Awakening,0.455,#bcd826,2026-03-25
248,Quiet Leaves,,,quiet_leaves.flac,,180.63,185,C#,major,2284.75,"Aggressive, Energetic",0,1.832,103084.11,High,45.16,Eleven,Forest Light,"cinematic, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,2,Deep Focus,0.9986,0.4539,0.4539,0.9986,Heartfelt,Arcane,Elusive,0.1325,#bcd826,2026-03-25
249,Quiet Leaves S01,,,quiet_leaves_s01.flac,,207.5,130,Bb,major,1454.97,,0,1.47,52562.93,High,51.88,Eleven,Forest Light,"cinematic, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,No,0,Deep Focus,0.7891,0.0796,0.0796,0.7891,Sad,Disoriented,Subdued,0.1896,#26d0d8,2026-03-25
250,Radiant Brake,,,radiant_brake.flac,,158.6,161,F#,major,2018.97,"Aggressive, Energetic",0,0.265,85709.87,High,39.65,StudioRich,Descent & Fade,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9288,0.3422,0.3422,0.9288,Disoriented,Subdued,Elusive,0.6954,#26d8cb,2026-03-25
251,Radiant Brake S01,,,radiant_brake_s01.flac,,139.91,77,Ab,minor,1666.19,Melancholy,0,1.702,64349.41,Low,34.98,StudioRich,Descent & Fade,"cinematic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.0391,0.1662,0.1662,0.0391,Vulnerable,Speculative,Magical,0.275,#2679d8,2026-03-25
252,Radiant Flux,,,radiant_flux.flac,,240,120,D,minor,6618.89,Tense,0,2.019,504271.38,High,60,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.6788,0.9818,0.9818,0.6788,Belligerent,Esoteric,Adventurous,0.4025,#d88226,2026-03-25
253,Raincurve,,,raincurve.flac,,108.72,87,A,major,1467.58,Chill,0,1.469,53243.99,Mid,27.18,StudioRich,Echo Blur,"dream pop, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.3408,0.0908,0.0908,0.3408,Sad,Remorseful,Vulnerable,0.2011,#26d0d8,2026-03-25
254,Raincurve S01,,,raincurve_s01.flac,,181.48,80,Eb,minor,2681.68,Melancholy,0,1.08,130925.57,Low,45.37,StudioRich,Echo Blur,"dream pop, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.5992,0.5992,0.1061,Incongruous,Deconstructed,Gracious,0.9185,#4526d8,2026-03-25
255,Red Sky Break,,,red_sky_break.flac,"Chill, Comforting, Dreamy, Gritty, Melancholy",125.12,78,Bb,minor,3057.39,Melancholy,0,1.167,159226.39,Low,31.28,Max,Flight,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0503,0.7165,0.7165,0.0503,Soothing,Weightless,Unfolding,0.3485,#45d826,2026-03-25
256,Red Sky Break S01,,,red_sky_break_s01.flac,"Gritty, Hopeful, Intimate",127.24,154,Ab,minor,1822.38,Aggressive,0,1.459,73556.95,High,31.81,Max,Flight,"ambient, experimental, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.9232,0.2444,0.2444,0.9232,Disoriented,Subdued,Elusive,0.316,#26d8cb,2026-03-25
257,Remembering Her Voice Intro,,,remembering_her_voice_intro.flac,,150.8,124,F#,major,2298.27,,0,0.938,103996.2,High,37.7,StudioRich,First Glimpse,"ambient, electronic",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.743,0.4623,0.4623,0.743,Restless,Somber,Playful,0.2434,#d83126,2026-03-25
258,Remembering Her Voice Intro S01,,,remembering_her_voice_intro_s01.flac,,196.15,120,E,major,2719.27,Hopeful,0,1.623,133674.25,High,49.04,StudioRich,First Glimpse,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Light Concentration,0.6788,0.6075,0.6075,0.6788,Buoyant,Cosmic,Novel,0.2665,#c7d826,2026-03-25
259,Remote Ghost,,,remote_ghost.flac,"Dark, Dreamy, Lonely, Melancholy",135.89,140,Bb,minor,1996.85,Aggressive,0,1.163,84311.86,High,33.97,Max,Withdrawal,"ambient, dream pop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.8408,0.3226,0.3226,0.8408,Disoriented,Subdued,Elusive,0.1575,#26d8cb,2026-03-25
260,Remote Ghost S01,,,remote_ghost_s01.flac,"Chill, Dreamy, Haunting, Intimate, Lonely, Melancholy",135.89,140,Bb,minor,1996.89,Aggressive,0,1.163,84314.1,High,33.97,Max,Withdrawal,"ambient, dream pop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.8408,0.3282,0.3282,0.8408,Disoriented,Subdued,Elusive,0.1452,#26d8cb,2026-03-25
261,Replay Her Name,,,replay_her_name.flac,,219.62,80,D,major,2537.9,Chill,0,1.996,120588.62,Low,54.91,StudioRich,Endless Loop,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.1061,0.5656,0.5656,0.1061,Deconstructed,Incongruous,Suspenseful,0.486,#d82636,2026-03-25
262,Replay Her Name S1,,,replay_her_name_s01.flac,,184.43,90,Eb,major,923.41,Playful,0.001,1.393,26666.46,Mid,46.11,StudioRich,Endless Loop,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.4455,0.0182,0.0182,0.4455,Sad,Balanced,Remorseful,0.7155,#26d0d8,2026-03-25
263,Retro Pulse,,,retro_pulse.flac,,201.84,90,E,minor,3857.64,"Dreamy, Nostalgic",0,-0.2,225277.62,Mid,50.46,Eleven,,"lo-fi, synthwave",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.4455,0.8338,0.8338,0.4455,Tense,Peaceful,Rebellious,0.2984,#d83626,2026-03-25
264,Revival Of The Flame,,,revival_of_the_flame.flac,,214,128,F#,minor,6884.46,Tense,0,1.175,534766,High,53.5,Max,,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.7654,0.9902,0.9902,0.7654,Belligerent,Untroubled,Esoteric,0.021,#d88226,2026-03-25
265,Roll Call S01,,,roll_call_s01.flac,"Chill, Dreamy, Gritty, Intimate",127.62,85,Eb,minor,1861.14,"Dreamy, Nostalgic",0,-1.593,75904.7,Mid,31.91,Lucas,Legacy,"jazz rap, lo-fi hip hop",Stranger Vibes,2025,,StudioRich,Yes,2,Sleep,0.2612,0.264,0.264,0.2612,Remorseful,Vulnerable,Speculative,0.2436,#2689d8,2026-03-25
266,Roll Call S02,,,roll_call_s02.flac,"Chill, Dreamy, Gritty, Intimate, Playful",122.07,82,G,minor,1456.44,"Dreamy, Melancholy, Nostalgic",0,1.293,52641.88,Low,30.52,Lucas,Legacy,"jazz rap, lo-fi hip hop",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.1648,0.0852,0.0852,0.1648,Vulnerable,Remorseful,Speculative,0.1785,#2679d8,2026-03-25
267,Roll Call S03,,,roll_call_s03.flac,"Cinematic, Dark, Intimate, Lonely, Nostalgic",84.98,77,Ab,minor,1288.06,Melancholy,0,0.571,43822.32,Low,21.25,Lucas,Legacy,"chill, indie, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.0391,0.0349,0.0349,0.0391,Vulnerable,Speculative,Remorseful,0.1898,#2679d8,2026-03-25
268,Roll Call S04,,,roll_call_s04.flac,"Cinematic, Gritty, Intimate, Lonely, Melancholy, Nostalgic",107.96,85,Eb,minor,1526.8,"Dreamy, Melancholy, Nostalgic",0,-1.735,56482.69,Low,26.99,Lucas,Legacy,"chill, indie, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.2612,0.1131,0.1131,0.2612,Vulnerable,Remorseful,Speculative,0.02,#2679d8,2026-03-25
269,Run Loop,,,run_loop.flac,"Chill, Gritty, Intimate",121.08,84,Eb,minor,2133.28,"Dreamy, Melancholy, Nostalgic",0,-0.147,93052.81,Low,30.27,Max,Flight,"ambient, lo-fi, swing",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.2095,0.3953,0.3953,0.2095,Speculative,Remorseful,Liminal,0.4081,#b726d8,2026-03-25
270,Run Loop S01,,,run_loop_s01.flac,"Chill, Comforting, Dark, Gritty, Tense",121.08,84,Eb,minor,2133.32,"Dreamy, Melancholy, Nostalgic",0,-0.147,93054.95,Low,30.27,Max,Flight,"ambient, lo-fi, swing",Stranger Vibes,2025,,StudioRich,Yes,3,Sleep,0.2095,0.398,0.398,0.2095,Speculative,Remorseful,Liminal,0.4219,#b726d8,2026-03-25
271,Same Apartment Different Light,,,same_apartment_different_light.flac,,187.87,100,G,major,2976.79,Playful,0,1.636,153002.8,Mid,46.97,StudioRich,Endless Loop,"ambient, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.5251,0.6941,0.6941,0.5251,Connected,Hard-hitting,Cozy,0.3735,#2fd826,2026-03-25
272,Scout's Promise,,,scouts_promise.flac,,152.81,88,B,major,2762.56,Chill,0.001,-2.003,136863.34,Mid,38.2,Lucas,Belief,"chillhop, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.3869,0.6215,0.6215,0.3869,Calm,Energetic,Observational,0.3267,#60d826,2026-03-25
273,Scout's Promise S02,,,scouts_promise_s02.flac,,130.36,145,Ab,major,2616.04,Aggressive,0,1.108,126171.38,High,32.59,Lucas,Belief,"chillhop, electronic, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.8729,0.5824,0.5824,0.8729,Ecstatic,Content,Wonder,0.4373,#96d826,2026-03-25
274,Sidewalk Sunrise,,,sidewalk_sunrise.flac,"Chill, Comforting, Dreamy, Energetic, Hopeful",140.19,166,C,major,2799.19,"Aggressive, Energetic",0,1.176,139580.12,High,35.05,Eleven,Primer,lo-fi,Stranger Vibes,2025,,StudioRich,Yes,2,Deep Focus,0.9679,0.6355,0.6355,0.9679,Textural,Combative,Nostalgic,0.3535,#d82662,2026-03-25
275,Sideways Rain,,,sideways_rain.flac,,191.18,130,E,minor,3624.76,Tense,0,1.591,205284.86,High,47.8,StudioRich,Emotional Blur,"ambient, breakbeat, electronic",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.7891,0.8031,0.8031,0.7891,Untroubled,Proleptic,Esoteric,0.7577,#75d826,2026-03-25
276,Sideways Rain S1,,,sideways_rain_s01.flac,,190.68,125,F#,major,2467.88,,0,1.789,115656.69,High,47.67,StudioRich,Emotional Blur,"ambient, breakbeat, electronic",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.7542,0.5321,0.5321,0.7542,Somber,Restless,Novel,0.3058,#265ed8,2026-03-25
277,Signal Collision,,,signal_collision.flac,,269.92,150,A,major,5482.75,Aggressive,0,2.051,380710.59,High,67.48,StudioRich,Emotional Blur,"electronic, experimental, post-rock",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.8953,0.9567,0.9567,0.8953,Untroubled,Proleptic,At Ease,0.1467,#75d826,2026-03-25
278,Signal Collision S1,,,signal_collision_s01.flac,,477.94,82,G,minor,1920.09,"Dreamy, Melancholy, Nostalgic",0.007,1.827,79520.8,Low,119.48,StudioRich,Emotional Blur,"electronic, experimental, post-rock",Run Loop,2025,,StudioRich,No,3,Sleep,0.1648,0.2835,0.2835,0.1648,Vulnerable,Speculative,Remorseful,0.5224,#2679d8,2026-03-25
279,Signal Trace,,,signal_trace.flac,,108.88,129,F#,minor,1473.11,Tense,0,1.013,53543.91,High,27.22,StudioRich,Everything Speeds Up,"electronica, experimental, lo-fi",Run Loop,2025,,StudioRich,No,1,Deep Focus,0.7765,0.0936,0.0936,0.7765,Sad,Disoriented,Subdued,0.1984,#26d0d8,2026-03-25
280,Signal Trace S1,,,signal_trace_s01.flac,,94.25,117,D,minor,1221.21,,0,0.675,40471.62,High,23.56,StudioRich,Everything Speeds Up,"electronica, experimental, lo-fi",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.6047,0.0321,0.0321,0.6047,Sad,Balanced,Fantastical,0.839,#26d0d8,2026-03-25
281,Signalblush,,,signalblush.flac,,162.4,129,B,minor,3071.32,Tense,0,1.14,160310.44,High,40.6,StudioRich,Descent & Fade,"ambient, dub, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.7765,0.7221,0.7221,0.7765,Mesmerizing,Dreamlike,Untroubled,0.1334,#c226d8,2026-03-25
282,Signalblush S01,,,signalblush_s01.flac,,159.68,145,G,minor,2598.88,Aggressive,0,-0.224,124938.41,High,39.92,StudioRich,Descent & Fade,"ambient, dub, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.8729,0.5796,0.5796,0.8729,Ecstatic,Content,Wonder,0.4393,#96d826,2026-03-25
283,Silent Altitude,,,silent_altitude.flac,,134.96,80,E,minor,1520.69,Melancholy,0,1.236,56145.44,Low,33.74,StudioRich,Opening Air,"electronica, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.1075,0.1075,0.1061,Vulnerable,Speculative,Remorseful,0.2393,#2679d8,2026-03-25
284,Silent Altitude S01,,,silent_altitude_s01.flac,,78.36,150,E,minor,1518.21,Aggressive,0,1.106,56008.58,High,19.59,StudioRich,Opening Air,"electronica, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.8953,0.1047,0.1047,0.8953,Disoriented,Elusive,Subdued,0.1572,#26d8cb,2026-03-25
285,Skatepark Ruins,,,skatepark_ruins.flac,"Cinematic, Gritty, Weightless",114.24,118,F,major,1537.97,Hopeful,0,1.331,57100.12,High,28.56,Max,Weight,"experimental, lo-fi, melancholic",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6173,0.1271,0.1271,0.6173,Sad,Balanced,Fantastical,0.5263,#26d0d8,2026-03-25
286,Skatepark Ruins S01,,,skatepark_ruins_s01.flac,,114.24,118,F,major,1538.01,Hopeful,0,1.331,57102.77,High,28.56,Max,Weight,"experimental, lo-fi, melancholic",Stranger Vibes,2025,,StudioRich,Yes,1,Light Concentration,0.6173,0.1299,0.1299,0.6173,Sad,Fantastical,Balanced,0.5136,#26d0d8,2026-03-25
287,Skip Sequence,,,skip_sequence.flac,,137.59,85,B,major,1841.7,Chill,0,1.367,74724.33,Low,34.4,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.2612,0.2556,0.2556,0.2612,Remorseful,Vulnerable,Speculative,0.2084,#2689d8,2026-03-25
288,Skip Sequence S01,,,skip_sequence_s01.flac,,178.8,87,F#,minor,2019.85,"Dreamy, Nostalgic",0,-0.515,85765.42,Mid,44.7,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.3408,0.345,0.345,0.3408,Remorseful,Sheltered,Haunting,0.166,#2689d8,2026-03-25
289,Skylight Bloom,,,skylight_bloom.flac,,140.68,89,Bb,major,2405.14,Chill,0,1.005,111295.62,Mid,35.17,StudioRich,Memory in Motion,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.4134,0.507,0.507,0.4134,Centered,Apprehensive,Anchored,0.3062,#26d853,2026-03-25
290,Skylight Bloom S01,,,skylight_bloom_s01.flac,,138.77,80,F#,major,1935.93,Chill,0,1.819,80501.48,Low,34.69,StudioRich,Memory in Motion,"electronic, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.1061,0.2947,0.2947,0.1061,Vulnerable,Speculative,Magical,0.5902,#2679d8,2026-03-25
291,Skyline Haze,,,skyline_haze.flac,,169.08,148,C,minor,4935.88,Aggressive,0,1.591,325449.66,High,42.27,Eno,,"ambient, electronic, experimental",Eunoia,2025,,StudioRich,No,1,Deep Focus,0.8813,0.926,0.926,0.8813,Untroubled,Proleptic,At Ease,0.1741,#75d826,2026-03-25
292,Skylines & Softbeats,,,skylines_&_softbeats.flac,,432.4,95,A,major,5400.81,Playful,0,2.145,372249.78,Mid,108.1,StudioRich,Memory in Motion,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,1,Deep Focus,0.5056,0.9483,0.9483,0.5056,Belligerent,Tense,Edgy,0.3643,#d88226,2026-03-25
293,Skylines & Softbeats S01,,,skylines_&_softbeats_s01.flac,,196.18,92,F#,minor,2984.62,"Dreamy, Nostalgic",0,0.983,153603.44,Mid,49.05,StudioRich,Memory in Motion,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Sleep,0.4749,0.6969,0.6969,0.4749,Ambivalent,Minimalist,Cozy,0.9161,#d82698,2026-03-25
294,Sleepwalking Home,,,sleepwalking_home.flac,"Chill, Dreamy, Gritty, Intimate, Lonely",182.44,150,B,minor,3057.63,Aggressive,0,-2.241,159245.19,High,45.61,Eleven,Primer,"ambient, chillhop, lo-fi",Stranger Vibes,2025,,StudioRich,Yes,1,Deep Focus,0.8953,0.7193,0.7193,0.8953,Proleptic,Dreamy,At Ease,0.8113,#d826c3,2026-03-25
295,Snowstatic,,,snowstatic.flac,,165.73,162,F#,major,2470.02,"Aggressive, Energetic",0,1.379,115806,High,41.43,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9427,0.5377,0.5377,0.9427,Awakening,Arcane,Neutral,0.6165,#d826a8,2026-03-25
296,Snowstatic S01,,,snowstatic_s01.flac,,161.29,172,Eb,minor,2316.58,"Aggressive, Energetic",0,1.373,105234.97,High,40.32,StudioRich,Descent & Fade,"ambient, jungle, lo-fi",The Way the Air Moves,2025,,StudioRich,No,2,Deep Focus,0.9832,0.4735,0.4735,0.9832,Arcane,Heartfelt,Awakening,0.1254,#d82631,2026-03-25
297,Sodium Flicker,,,sodium_flicker.flac,,220.13,105,D,minor,3472.05,Dreamy,0,1.855,192511.05,Mid,55.03,StudioRich,Everything Speeds Up,"ambient, electronic, indie rock",Run Loop,2025,,StudioRich,No,1,Sleep,0.5531,0.7863,0.7863,0.5531,Edgy,Tense,Fearful,0.8275,#d82626,2026-03-25
298,Sodium Flicker S1,,,sodium_flicker_s01.flac,,163.74,90,F#,minor,3525.43,"Dreamy, Nostalgic",0,1.328,196945.56,Mid,40.94,StudioRich,Everything Speeds Up,"ambient, electronic, indie rock",Run Loop,2025,,StudioRich,No,2,Sleep,0.4455,0.7975,0.7975,0.4455,Tense,Peaceful,Transcendental,0.2724,#d83626,2026-03-25
299,Soft Dawn Tape,,,soft_dawn_tape.flac,,322.49,120,F#,minor,3697.91,,0.005,2.406,211498.8,High,80.62,StudioRich,First Glimpse,"ambient, experimental",Run Loop,2025,,StudioRich,No,0,Deep Focus,0.6788,0.8198,0.8198,0.6788,Esoteric,Adventurous,Untroubled,0.5105,#d826c9,2026-03-25
300,Soft Dawn Tape S1,,,soft_dawn_tape_s01.flac,,414.96,163,B,minor,4479.07,"Aggressive, Energetic",0,2.235,281535.88,High,103.74,StudioRich,First Glimpse,"ambient, experimental",Run Loop,2025,,StudioRich,No,2,Deep Focus,0.9581,0.8869,0.8869,0.9581,At Ease,Proleptic,Raw,0.0039,#86d826,2026-03-25
